title,price,description,reviews_text,img_src,img_srcset,page_url,reviews_count,image_path
Asus VivoBook...,$399,"Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000012.jpg
Asus VivoBook...,$399.99,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000013.jpg
Lenovo ThinkPa...,$404.23,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000014.jpg
Acer Aspire 3...,$408.98,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000015.jpg
Lenovo V110-15...,$409.63,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000016.jpg
Acer Aspire ES...,$410.46,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000017.jpg
Asus VivoBook...,$410.66,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000018.jpg
Packard 255 G2,$416.99,"15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000019.jpg
Asus EeeBook R...,$433.3,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000020.jpg
Acer Aspire 3...,$436.29,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000021.jpg
Acer Aspire ES...,$436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000022.jpg
Acer Extensa 1...,$439.73,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000023.jpg
Acer Aspire ES...,$454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000024.jpg
Lenovo V110-15...,$454.73,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000025.jpg
Acer Aspire A3...,$457.38,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000026.jpg
Lenovo V110-15...,$465.95,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000027.jpg
Asus VivoBook...,$468.56,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000028.jpg
Acer Aspire ES...,$469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000029.jpg
Lenovo V510 Bl...,$484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000030.jpg
Acer Aspire ES...,$485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000031.jpg
Lenovo V510 Bl...,$487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000032.jpg
Acer Swift 1 S...,$488.64,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000033.jpg
Dell Vostro 15,$488.78,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000034.jpg
Acer Aspire 3...,$494.71,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000035.jpg
Dell Vostro 15...,$497.17,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000036.jpg
Lenovo V510 Bl...,$498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000037.jpg
HP 250 G3,$520.99,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000038.jpg
Acer Spin 5,$564.98,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000039.jpg
HP 350 G1,$577.99,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000040.jpg
Aspire E1-572G,$581.99,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000041.jpg
Pavilion,$609.99,"15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000042.jpg
Acer Aspire A5...,$679,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000043.jpg
Dell Inspiron...,$679,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000044.jpg
Asus VivoBook...,$729,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000045.jpg
ProBook,$739.99,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000046.jpg
Inspiron 15,$745.99,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000047.jpg
Asus ROG STRIX...,$799,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000048.jpg
Acer Nitro 5 A...,$809,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000049.jpg
Asus ROG STRIX...,$899,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000050.jpg
Lenovo ThinkPa...,$999,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000051.jpg
ThinkPad Yoga,$1033.99,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000052.jpg
Lenovo ThinkPa...,$1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000053.jpg
Dell Inspiron...,$1098.42,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000054.jpg
MSI GL72M 7RDX,$1099,"MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000055.jpg
MSI GL72M 7RDX,$1099,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000056.jpg
Asus ROG Strix...,$1101.83,"Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000057.jpg
Dell Latitude...,$1102.66,"Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000058.jpg
Dell Latitude...,$1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000059.jpg
Lenovo Legion...,$1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000060.jpg
Toshiba Porteg...,$1114.55,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000061.jpg
Acer Predator...,$1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000062.jpg
Acer Aspire 7...,$1123.87,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000063.jpg
Dell Inspiron...,$1124.2,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000064.jpg
Dell Latitude...,$1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000065.jpg
Lenovo Legion...,$1133.91,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000066.jpg
Asus AsusPro A...,$1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000067.jpg
Acer Nitro 5 A...,$1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000068.jpg
Dell Latitude...,$1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000069.jpg
Dell Inspiron...,$1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000070.jpg
Dell Latitude...,$1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000071.jpg
Lenovo Legion...,$1149,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000072.jpg
MSI GP62M 7RDX...,$1149,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000073.jpg
Lenovo Yoga 72...,$1149.73,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000074.jpg
Toshiba Porteg...,$1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000075.jpg
Acer TravelMat...,$1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000076.jpg
Dell Latitude...,$1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000077.jpg
ThinkPad T540p,$1178.99,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000078.jpg
MSI GS63 7RD S...,$1179,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000079.jpg
Dell Latitude...,$1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000080.jpg
Acer Predator...,$1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000081.jpg
MSI GL62M 7REX,$1199,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000082.jpg
MSI GL62M 7REX...,$1199,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000083.jpg
Lenovo Yoga 91...,$1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000084.jpg
Toshiba Porteg...,$1203.41,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000085.jpg
Lenovo IdeaPad...,$1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000086.jpg
Acer Predator...,$1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000087.jpg
ThinkPad Yoga,$1223.99,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000088.jpg
Asus VivoBook...,$1235.49,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000089.jpg
Dell Latitude...,$1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",,/images/test-sites/e-commerce/items/cart2.png,,https://webscraper.io/test-sites/e-commerce/allinone/computers/laptops?page=1,,data/images/img_000090.jpg
